anime_id,name,genre,type,episodes,rating,members
2269,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",TV,1787,7.76,14233
2270,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,108170
2271,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2,6.24,1748
2272,Ginga Ojousama Densetsu Yuna: Shin&#039;en no Fairy,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,6.4,1256
2273,6 Angels,"Action, Sci-Fi",ONA,6,4.59,1890
2274,School Days,"Drama, Harem, Romance, School",TV,12,6.17,279183
2275,Dragon Knight,"Action, Demons, Fantasy, Hentai",OVA,1,5.72,1540
2276,Dragon Knight Gaiden,"Action, Demons, Fantasy, Hentai",OVA,1,5.36,712
2277,Good Morning Althea,"Action, Mecha, Sci-Fi",OVA,1,5.61,830
2278,Kaitouranma The Animation,"Action, Adventure, Martial Arts, Samurai",OVA,2,6.14,1512
2279,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",TV,38,7.35,1548
2280,Doku Tenshi no Shippo,"Comedy, Fantasy, Magic, Romance",Special,4,6.62,1184
2281,Rumiko Takahashi Anthology,"Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural",TV,13,7.39,3420
2282,Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",TV,39,7.02,756
2283,Mei to Koneko Bus,"Adventure, Fantasy",Special,1,7.47,7714
2284,Onegai My Melody,"Comedy, Fantasy, Magic",TV,52,7.16,3633
2285,One Piece: Mezase! Kaizoku Yakyuu Ou,"Comedy, Fantasy, Shounen, Sports",Movie,1,7.2,20054
2286,Touch: Sebangou no Nai Ace,"Drama, Romance, Sports",Movie,1,7.08,1109
2287,Touch 2: Sayonara no Okurimono,"Drama, Romance, Sports",Movie,1,6.99,1076
2288,Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By,"Drama, School, Sports",Movie,1,7.01,1032
2289,Goshuushou-sama Ninomiya-kun,"Comedy, Ecchi, Fantasy, Harem",TV,12,6.91,63370
2290,Chance Triangle Session,"Drama, Music, Slice of Life",TV,13,6.77,3005
2291,Shin Cutey Honey,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,6.73,3455
2292,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.69,7834
2293,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.78,7856
2294,The Cockpit,"Historical, Military",OVA,3,7.35,5053
2295,Papuwa,"Adventure, Comedy",TV,26,7.02,973
2296,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",TV,42,6.56,407
2297,Ringetsu The Animation,Hentai,OVA,3,6.79,3512
2298,Imouto,Hentai,OVA,1,6.22,2476
2299,Tsuma Tsuma,Hentai,OVA,2,6.39,2208
2300,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12,7.86,55825
2301,Sengoku Majin Goushougun,"Mecha, Parody, Sci-Fi",TV,26,6.93,849
2302,Sengoku Majin Goushougun: Toki no Etranger,"Action, Sci-Fi",Movie,1,6.83,1027
2303,Detective Conan OVA 02: 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.43,8548
2304,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.31,8252
2305,Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure, Mystery, Police, Shounen",OVA,1,7.64,8974
2306,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.37,7666
2307,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,6.34,2596
2308,Eikoku Koi Monogatari Emma: Intermission,"Drama, Historical, Romance, Seinen, Slice of Life",Special,1,7.21,3261
2309,Masuda Kousuke Gekijou Gag Manga Biyori 2,Comedy,TV,12,7.55,1846
2310,Dragon Ball Specials,"Comedy, Fantasy, Shounen, Super Power",Special,2,6.96,14575
2311,Haja Kyosei G Dangaiou,"Action, Mecha, Sci-Fi",TV,13,5.52,1377
2312,Rakushou! Hyper Doll,"Adventure, Comedy, Magic, Sci-Fi, Shounen",OVA,2,5.85,937
2313,Izumo: Takeki Tsurugi no Senki,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12,6.38,7748
2314,Jungle de Ikou!,"Action, Adventure, Comedy, Ecchi, Magic",OVA,3,5.68,3185
2315,Kekkou Kamen,"Comedy, Ecchi",OVA,4,5.9,2344
2316,Kirara,"Comedy, Ecchi, Romance, Slice of Life, Supernatural",OVA,1,6.4,1596
2317,Kotetsu no Daibouken,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",OVA,2,6.03,1420
2318,Megami Tengoku,"Adventure, Ecchi, Fantasy",OVA,2,5.62,952
2319,Princess Minerva,"Adventure, Comedy, Fantasy, Parody",OVA,1,5.79,805
2320,G-Taste,"Hentai, Yuri",OVA,7,6.14,3466
2321,Gibomai,Hentai,OVA,2,6.73,3419
2322,Onna Kyoushi Yumi no Houkago,Hentai,OVA,2,6.03,2214
2323,D+vine Luv,Hentai,OVA,4,6.49,2241
2324,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3,6.53,3523
2325,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",OVA,3,6.54,1946
2326,Angelique: Shiroi Tsubasa no Memoire,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,2,6.14,1871
2327,Angelique: Twin Collection,"Fantasy, Sci-Fi, Shoujo",OVA,8,6.32,906
2328,With You: Mitsumeteitai,"Drama, Fantasy, Mystery, Romance, School",OVA,2,5.61,669
2329,Itazura The Animation,Hentai,OVA,2,6.73,4577
2330,Tonari no Oneesan,"Comedy, Hentai",OVA,2,6,1756
2331,Dokusen,Hentai,OVA,2,5.76,1046
2332,Lady Georgie,"Drama, Historical, Romance, Shoujo",TV,45,7.28,4157
2333,Robin Hood no Daibouken,"Adventure, Historical, Romance",TV,52,7.25,3921
2334,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",TV,50,7.35,1794
2335,Huckleberry no Bouken,"Adventure, Drama, Historical",TV,26,6.25,748
2336,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",TV,48,6.73,1715
2337,Shoukoujo Sara,"Drama, Historical, Shoujo, Slice of Life",TV,46,7.8,7515
2338,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,3334
2339,Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",TV,53,7.63,1744
2340,Onboro Film,"Comedy, Parody",Movie,1,6.49,1507
2341,Nessa no Wakusei,"Hentai, Sci-Fi",OVA,2,5.3,1013
2342,Tetsuko no Tabi,"Comedy, Seinen, Slice of Life",TV,13,6.63,1292
2343,Flanders no Inu,"Drama, Historical, Slice of Life",TV,52,7.52,2411
2344,Ai Shoujo Pollyanna Story,"Drama, Historical, Slice of Life",TV,51,6.98,2427
2345,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,1501
2346,Jungle Taitei (1989),"Adventure, Drama",TV,52,6.78,1875
2347,Trapp Ikka Monogatari,"Drama, Historical, Music, Romance",TV,40,7.75,2839
2348,Wakakusa Monogatari: Nan to Jo-sensei,"Drama, Historical, School, Slice of Life",TV,40,7.73,2577
2349,Romeo no Aoi Sora,"Adventure, Drama, Historical, Slice of Life",TV,33,8.47,15074
2350,Terra e...,"Action, Drama, Sci-Fi, Shounen",Movie,1,6.63,4807
2351,Captain Future,"Action, Adventure, Sci-Fi, Shounen",TV,52,7.13,1837
2352,Shion no Ou,"Drama, Game, Mystery, Thriller",TV,22,7.66,20553
2353,Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1,8.13,20629
2354,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life",TV,12,6.52,12238
2355,Jungle Taitei: Susume Leo!,"Adventure, Shounen",TV,26,6.77,986
2356,Uchuujin Tanaka Tarou,"Comedy, School, Shounen",TV,24,6.35,386
2357,Pinocchio yori Piccolino no Bouken,"Adventure, Kids",TV,52,6.25,852
2358,Kojika Monogatari,Drama,TV,52,6.68,291
2359,Jungle Book Shounen Mowgli,"Adventure, Drama",TV,52,6.99,3035
2360,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228
2361,Mitsubachi Maya no Bouken,"Adventure, Comedy, Kids",TV,52,6.43,4426
2362,Fushigi no Kuni no Alice,"Adventure, Fantasy, Kids",TV,52,6.52,1594
2363,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",TV,50,7.05,742
2364,Kashi no Ki Mokku,"Adventure, Fantasy",TV,52,5.91,787
2365,Don Chuck Monogatari,"Adventure, Kids, Slice of Life",TV,26,6.14,411
2366,Araiguma Rascal,"Drama, Historical, Slice of Life",TV,52,6.82,935
2367,Tom Sawyer no Bouken,"Adventure, Drama, Historical, Slice of Life",TV,49,7.15,2322
2368,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,52,7.02,656
2369,Anime 80-nichikan Sekai Isshuu,"Adventure, Historical, Kids, Romance",TV,26,6.86,2258
2370,Tsukuyomi: Moon Phase Special,"Comedy, Dementia, Slice of Life",Special,1,6.8,8030
2371,Mobile Suit Gundam 00,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25,8.24,120351
2372,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008
2373,Soukou Kihei Votoms: The Last Red Shoulder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.32,1895
2374,Soukou Kihei Votoms: Big Battle,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.9,1753
2375,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",OVA,1,7.49,2049
2376,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761
2377,Sinkan,Hentai,OVA,1,5.87,1494
2378,Black Cat Special,"Action, Comedy, Shounen",Special,1,7.29,15333
2379,Genmukan,Hentai,OVA,2,6.5,3813
2380,Samurai Spirits: Haten Gouma no Shou,"Adventure, Historical, Samurai, Shounen",Special,1,5.5,1958
2381,Kimera,"Action, Horror, Sci-Fi, Supernatural, Vampire, Yaoi",OVA,1,5.29,3374
2382,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller",Movie,1,7.81,178880
2383,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,7.87,24278
2384,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",TV,13,7.05,25225
2385,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469
2386,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.38,7627
2387,Juusenki L-Gaim,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",TV,54,6.87,2211
2388,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.88,409
2389,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",OVA,1,5.95,375
2390,Juusenki L-Gaim III: Full Metal Soldier,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.5,517
2391,Kenkou Zenrakei Suieibu Umishou,"Comedy, Ecchi, School, Shounen, Sports",TV,13,7.26,25814
2392,Mushi-Uta,"Action, Fantasy, Sci-Fi",TV,12,6.8,11867
2393,Sky Girls,"Mecha, Military, Sci-Fi",TV,26,7.13,17115
2394,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12,8.03,174531
2395,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,6.72,7937
2396,Birth,"Action, Adventure, Comedy, Sci-Fi",OVA,1,6.04,2129
2397,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26,7.54,10058
2398,Kakyuusei (1999),"Drama, Harem, Romance, School",TV,14,6.36,1578
2399,Kakyuusei,"Drama, Harem, Hentai, Romance",OVA,4,5.94,1015
2400,Panda Kopanda,"Comedy, Kids",Movie,2,6.91,4922
2401,Spoon Oba-san,"Kids, Magic",TV,130,6.83,955
2402,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,24,7.03,931
2403,Mirai Shounen Conan: Tokubetsu-hen - Kyodaiki Gigant no Fukkatsu,"Adventure, Drama, Sci-Fi",Movie,1,6.93,753
2404,Otome wa Boku ni Koishiteru Special,"Comedy, Romance, School",Special,1,6.76,9347
2405,Sora Iro no Tane,Kids,Special,1,6,2016
2406,Ghiblies,Comedy,Special,2,6.63,3230
2407,Takarajima,"Adventure, Drama, Historical, Mystery",TV,26,8.04,5306
2408,Spider Riders: Oracle no Yuusha-tachi,"Action, Adventure, Mecha",TV,26,6.76,3605
2409,Spider Riders: Yomigaeru Taiyou,"Action, Adventure, Mecha",TV,26,6.85,1889
2410,Natsu e no Tobira,"Drama, Romance, Shoujo, Shounen Ai",Movie,1,6.51,1975
2411,Big Wars: Kami Utsu Akaki Kouya ni,"Action, Military, Sci-Fi, Space",OVA,1,5.64,1512
2412,Flanders no Inu (Movie),"Drama, Historical",Movie,1,8.05,8505
2413,"Flanders no Inu, Boku no Patrasche","Drama, Historical",TV,26,7.32,811
2414,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.04,621
2415,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,Movie,1,6.62,479
2416,Doraemon: It&#039;s New Year!,"Comedy, Kids, Sci-Fi, Shounen",Special,1,6.75,476
2417,"The☆Doraemons: Strange, Sweets, Strange?",Fantasy,Movie,1,6.8,432
2418,Doraemon and Itchy the Stray,"Comedy, Kids, Sci-Fi, Shounen",Special,1,6.86,549
2419,Doraemon Meets Hattori the Ninja,"Comedy, Kids, Sci-Fi, Shounen",Special,1,7.1,729
2420,The☆Doraemons: Goal! Goal! Goal!!,"Comedy, Fantasy, Kids, Sci-Fi, Shounen, Sports",Movie,1,6.48,496
2421,Doraemon&#039;s Time Capsule for 2001,"Adventure, Comedy, Kids, Sci-Fi, Shounen",Special,1,6.9,570
2422,The☆Doraemons: Dokidoki Kikansha Daibakusou!,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.87,450
2423,Doraemon: Doraemon Comes Back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39,723
2424,Doraemon: Featherplace,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,6.82,430
2425,"Dorami-chan: Wow, The Kid Gang of Bandits",Fantasy,Movie,1,5.35,126
2426,Doraemon: It&#039;s Autumn!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.59,483
2427,Doraemon: It&#039;s Spring!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.67,476
2428,Dorami-chan: Hello Kyouryuu Kids!!,Fantasy,Movie,1,5.9,135
2429,Doraemon: It&#039;s Summer!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.63,487
2430,Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,485
2431,Dorami-chan: A Blue Straw Hat,"Fantasy, Kids",Movie,1,5.28,121
2432,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",Special,1,6.74,405
2433,Dorami &amp; Doraemons: Space Land&#039;s Critical Event,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.93,457
2434,Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries,Fantasy,Movie,1,6.98,569
2435,Dorami-chan: Mini-Dora SOS!!!,"Fantasy, Kids",Movie,1,6.49,178
2436,Doraemon: 2112-nen Doraemon Tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39,1277
2437,Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,835
2438,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,6.77,591
2439,Doraemon: Doraemon Comes Back (Movie),"Comedy, Fantasy, Kids",Movie,1,7.18,672
2440,Doraemon: The Day When I Was Born,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.15,645
2441,Doraemon: Ganbare! Gian!!,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,6.8,524
2442,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.41,1240
2443,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,2139
2444,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269
2445,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.27,1342
2446,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,1189
2447,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,Movie,1,7.26,1181
2448,Doraemon: Nobita&#039;s the Night Before a Wedding,Fantasy,Movie,1,7.38,983
2449,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy",Movie,1,7.42,1817
2450,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.25,1075
2451,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.25,1327
2452,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.46,1272
2453,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.33,1176
2454,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,Movie,1,7.33,1168
2455,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",Movie,1,7.29,1124
2456,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy, Space",Movie,1,7.2,1059
2457,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.37,1833
2458,Doraemon Movie 03: Nobita no Daimakyou,Adventure,Movie,1,7.32,1156
2459,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321
2460,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy",Movie,1,7.65,1583
2461,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.23,864
2462,Doraemon Movie 17: Nobita to Ginga Express,Fantasy,Movie,1,7.39,1342
2463,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,1204
2464,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42,1581
2465,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.2,896
2466,Teki wa Kaizoku: Neko-tachi no Kyouen,"Comedy, Sci-Fi",OVA,6,6.39,720
2467,One Piece: Straw Hat Theater,"Adventure, Fantasy, Shounen",Special,5,7.59,17153
2468,Spaceship Agga Ruter,"Comedy, Hentai, Sci-Fi, Space",OVA,4,6.77,1180
2469,Aoki Densetsu Shoot! (Movie),"Action, Shounen, Sports",Movie,1,6.96,1259
2470,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",TV,12,7.42,21972
2471,Buzzer Beater 2nd Season,"Action, Sci-Fi, Shounen, Sports",TV,13,7,5193
2472,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Fantasy, Romance, Shounen",OVA,3,8.44,57963
2473,Tetsujin 28-gou,"Adventure, Mecha, Sci-Fi, Shounen",TV,96,6.68,1194
2474,Gokuu no Daibouken,"Comedy, Fantasy",TV,39,6.53,266
2475,Akai Koudan Zillion,"Action, Adventure, Military, Sci-Fi, Shounen",TV,31,6.9,1826
2476,Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,1,6.26,533
2477,Urban Square: Kouhaku no Tsuigeki,"Action, Mystery, Seinen",OVA,1,6.25,656
2478,Gensei Shugoshin P-hyoro Ikka,"Adventure, Fantasy",Movie,1,6,150
2479,CB Chara Go Nagai World,"Action, Comedy, Parody",OVA,3,7.05,989
2480,Detatoko Princess,"Comedy, Fantasy",OVA,3,6.21,1220
2481,Hidamari no Ki,"Drama, Historical",TV,25,6.27,608
2482,Mobile Suit Gundam 0083: The Fading Light of Zeon,"Action, Adventure, Mecha, Sci-Fi, Space",Movie,1,6.88,4759
2483,Crusher Joe (1989),"Action, Adventure, Sci-Fi",OVA,2,6.66,1279
2484,Hi-Speed Jecy,"Action, Sci-Fi",OVA,12,6.43,479
2485,Sanctuary,"Action, Drama, Police, Seinen, Thriller",OVA,1,6.5,1514
2486,Uchuu Kaizoku Mito no Daibouken,"Action, Comedy, Sci-Fi",TV,13,6.65,1009
2487,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action, Comedy, Sci-Fi",TV,13,6.38,585
2488,Susie-chan to Marvy,"Comedy, Kids",TV,104,6.69,104
2489,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",TV,18,6.56,592
2490,Chousoku Spinner,"Shounen, Sports",TV,22,6.85,1888
2491,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police",TV,26,6.82,2128
2492,Bakusou Kyoudai Let&#039;s &amp; Go,"Adventure, Cars, Shounen, Sports",TV,51,6.86,4186
2493,Bakusou Kyoudai Let&#039;s &amp; Go WGP,"Cars, Shounen, Sports",TV,51,7.07,2378
2494,Majime ni Fumajime Kaiketsu Zorori,"Adventure, Kids",TV,97,6.99,390
2495,Wankorobee,"Comedy, Fantasy, Kids",TV,26,5.71,95
2496,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",TV,51,6.74,1572
2497,Nintama Rantarou Movie,"Comedy, Shounen",Movie,1,6.67,258
2498,Shiratori Reiko de Gozaimasu!,"Comedy, Romance",OVA,1,5.44,158
2499,Rockman.EXE Beast+,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",TV,26,7.11,3224
2500,Sotsugyou: Graduation,"Drama, School",OVA,2,6.37,548
2501,Totsuzen! Neko no Kuni Banipal Witt,Adventure,Movie,1,7.02,1138
2502,Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,33,7.24,923
2503,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",TV,24,7.09,2072
2504,Umi no Triton,"Adventure, Fantasy, Shounen",TV,27,6.59,709
2505,MapleStory,"Action, Comedy, Fantasy, Kids, Romance",TV,25,5.59,3327
2506,Reinou Tantei Miko,"Comedy, Hentai",OVA,2,5.94,952
2507,Crusher Joe: The Movie,"Action, Adventure, Sci-Fi, Space",Movie,1,7.01,2018
2508,D4 Princess,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24,6.2,1514
2509,Daicon Opening Animations,"Action, Adventure, Mecha, Music, Sci-Fi",Special,2,7.72,7174
2510,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space",OVA,1,6.96,6082
2511,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2,6.58,1663
2512,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91,1680
2513,TWO-MIX: White Reflection,Music,Music,1,6.96,1708
2514,X²: Double X,"Drama, Music, Shoujo",Music,1,6.68,2976
2515,1+2=Paradise,"Comedy, Ecchi, Harem, Romance, Seinen",OVA,2,5.24,3459
2516,Shishunki Bishoujo Gattai Robo Z-MIND,"Action, Mecha, Parody",OVA,6,5.9,333
2517,Baby Baachan,"Comedy, Drama",TV,53,6.73,406
2518,Mobile Police Patlabor: MiniPato,Parody,OVA,3,6.72,1831
2519,Mazinkaiser: Shitou! Ankoku Dai Shogun,"Action, Mecha",OVA,1,7.37,2216
2520,Mugen Senki Portriss,"Action, Mecha, Sci-Fi, Shounen",TV,52,5.33,161
2521,Mojakou,"Comedy, Fantasy, Sci-Fi",TV,74,7.34,1218
2522,Kouryuu no Mimi: Mina no Shou,"Action, Drama, Super Power",OVA,2,5.51,311
2523,Kasumin 3rd Season,"Fantasy, Kids",TV,26,6.33,287
2524,Highschool Aurabuster: Hikari no Mezame,"Drama, Fantasy, Super Power",OVA,3,6.36,347
2525,Monkey Turn,"Drama, Sports",TV,25,6.55,586
2526,Monkey Turn V,"Action, Drama, Sports",TV,25,7.13,245
2527,Omoikkiri Kagaku Adventure Sou Nanda!,"Comedy, Kids, Sci-Fi",TV,26,5.68,195
2528,Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,"Comedy, Parody",Special,4,7.66,5508
2529,Potemayo,"Comedy, School, Seinen",TV,12,7.41,11411
2530,Jigoku Sensei Nube OVA,"Action, Comedy, Demons, Horror, School, Shounen, Supernatural",OVA,3,7.3,1426
2531,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Movie,1,7.04,14754
2532,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,193,7.28,5332
2533,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",TV,65,7.3,2578
2534,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40,7.05,428
2535,Heisei Inu Monogatari Bow Movie,"Adventure, Comedy",Movie,1,6.57,140
2536,Miyori no Mori,"Drama, Fantasy, Slice of Life",Special,1,7.07,6273
2537,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6,8.09,21186
2538,Ushiro no Shoumen Daare,"Drama, Historical",Movie,1,7.99,3811
2539,Cleopatra D.C.,"Action, Adventure, Sci-Fi",OVA,3,6.14,1074
2540,Cleopatra,"Hentai, Historical",Movie,1,6.06,1709
2541,Cheonnyeon-yeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi",Movie,1,7.42,9045
2542,Juuni Senshi Bakuretsu Eto Ranger,"Action, Comedy, Fantasy",TV,39,6.97,936
